Year,Month,Temperature(¡æ),wt_T,Pressure(hPa),wt_P,Wind Speed(m/s),wt_WS,Wind Direction,wt_WD,Relative Humidity(%),wt_RH,Vector Wind Speed(m/s),Vector Wind Direction(¡ã),wt_V
1991,1,NA,0.282258065,NA,0,NA,0.350806452,NA,0.379032258,NA,0,NA,NA,0.342741935
1991,2,NA,0.629464286,NA,0,8.26,0.8125,194.21,0.8125,NA,0,7.68,192.2,0.799107143
1991,3,NA,0.72983871,NA,0,8,0.798387097,NA,0.366935484,NA,0,NA,NA,0.350806452
1991,4,-47.54,0.783333333,NA,0,7.23,0.8,NA,0.429166667,NA,0,NA,NA,0.429166667
1991,5,-52.39,0.834677419,NA,0,8.72,0.814516129,NA,0.471774194,NA,0,NA,NA,0.455645161
1991,6,-45.65,0.808333333,NA,0,7.63,0.795833333,NA,0.3375,NA,0,NA,NA,0.333333333
1991,7,NA,0.693548387,NA,0,NA,0,NA,0.342741935,NA,0,NA,NA,0
1991,8,-47.75,0.778225806,NA,0,NA,0,NA,0.096774194,NA,0,NA,NA,0
1991,9,NA,0.716666667,NA,0,NA,0,NA,0.15,NA,0,NA,NA,0
1991,10,NA,0.620967742,NA,0,NA,0.447580645,NA,0.193548387,NA,0,NA,NA,0.076612903
1991,11,NA,0.491666667,NA,0,NA,0.7375,NA,0.608333333,NA,0,NA,NA,0.583333333
1991,12,NA,0.600806452,NA,0,NA,0.737903226,175.71,0.75,NA,0,NA,NA,0.717741935
1992,1,NA,0.564516129,NA,0,5.52,0.778225806,201.3,0.782258065,NA,0,5.18,197.86,0.758064516
1992,2,NA,0.607758621,NA,0,5.95,0.827586207,192.51,0.767241379,NA,0,5.53,192.46,0.762931034
1992,3,-42.74,0.766129032,NA,0,8.25,0.794354839,NA,0.391129032,NA,0,NA,NA,0.387096774
1992,4,-47.34,0.7625,NA,0,NA,0.729166667,NA,0.620833333,NA,0,NA,NA,0.6
1992,5,-50.32,0.818548387,NA,0,NA,0.625,NA,0.721774194,NA,0,NA,NA,0.560483871
1992,6,-48.64,0.779166667,NA,0,NA,0,NA,0.708333333,NA,0,NA,NA,0
1992,7,-51.47,0.798387097,NA,0,NA,0,NA,0.701612903,NA,0,NA,NA,0
